sample_index,class0_sum,class1_sum,class2_sum,class3_sum,class4_sum,class5_sum,class6_sum,class7_sum,class8_sum,class9_sum,predicted_label
8307,-20,-20,-15,-12,-1,-20,-6,-20,-20,-20,4
8308,-12,20,-20,-20,-20,-19,-18,-20,-20,-20,1
8309,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8310,-20,-20,-17,-20,-20,-12,-16,-11,20,-20,8
8311,-20,-20,-20,-20,-20,-20,-20,-20,-20,19,9
8312,-20,-20,2,-20,-7,-18,-3,-17,-20,-20,2
8313,-20,-20,-6,-20,4,-20,-20,-20,-20,-20,4
8314,-20,-20,13,-20,-14,-20,-14,-17,-20,-20,2
8315,-16,-20,-20,20,-20,-20,-20,-20,-20,-19,3
8316,-16,-20,-20,20,-20,-20,-20,-14,-17,-20,3
8317,1,-20,-19,-3,-18,-20,-6,-20,-20,-20,0
8318,-20,-20,-20,-20,-20,-19,-20,20,-20,-20,7
8319,-19,20,-20,-19,-20,-20,-20,-20,-20,-20,1
8320,-20,-14,-15,-20,-14,-14,-11,-8,20,-15,8
8321,-2,-9,-12,-10,-11,-12,-8,-9,10,-13,8
8322,-20,-20,-20,-20,-20,6,-20,-19,-20,-6,5
8323,-4,-20,-20,-4,-20,-20,-20,-16,-20,-20,0
8324,-20,-20,-9,-8,-10,-20,-16,-20,-20,-20,3
8325,-20,-20,-20,-20,-20,-12,-18,-2,-12,-20,7
8326,-20,-20,-20,-20,-20,-10,-20,16,-20,-20,7
8327,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
8328,10,-20,-19,-20,-14,-20,-13,-20,-16,-18,0
8329,-19,20,-19,-12,-20,-20,-20,-19,-20,-20,1
8330,-20,-20,-11,-20,1,-20,-17,-20,-20,-20,4
8331,-15,20,-20,-17,-20,-16,-20,-20,-20,-20,1
8332,-20,-20,-20,-20,-20,-10,-20,-18,-20,16,9
8333,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
8334,-20,-20,-11,-20,-4,-20,-7,-20,-20,-20,4
8335,-9,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8336,-11,8,-20,2,-14,-16,-8,-15,-20,-16,1
8337,20,-20,-20,-20,-20,-20,-15,-20,-20,-20,0
8338,-18,-20,-20,-11,-20,-15,-20,-6,-20,-2,9
8339,-8,-14,-20,5,-20,-20,-20,-20,-20,-20,3
8340,-20,-20,-20,-20,-20,-18,-20,9,-20,-19,7
8341,-20,-18,-9,-10,-7,-18,-6,-18,-17,-20,6
8342,-19,-20,-17,-20,-20,-15,-17,-20,-20,7,9
8343,17,-20,-20,-20,-20,-20,-19,-20,-20,-20,0
8344,-20,20,-19,-20,-20,-20,-20,-20,-20,-20,1
8345,-20,-20,-20,-20,-20,-20,-20,-20,20,-20,8
8346,-20,-19,-20,-20,-20,-20,-20,-18,-20,20,9
8347,4,-20,-14,-16,-20,-17,-7,-9,-17,-20,0
8348,-3,-20,-20,-20,-18,-20,-5,-20,-20,-20,0
8349,-20,-20,-17,-20,-8,-20,7,-20,-20,-20,6
8350,20,-20,-20,-20,-20,-20,-17,-20,-20,-20,0
8351,-20,-20,-20,-20,-20,-20,-20,-17,-20,15,9
8352,-9,9,-20,-12,-19,-20,-17,-18,-20,-20,1
8353,-4,-20,-20,-11,-18,-20,-14,-20,-20,-20,0
8354,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8355,-20,-20,12,-20,-13,-20,-17,-20,-20,-20,2
8356,-20,-20,-20,-20,-20,-13,-20,20,-20,-20,7
8357,-11,-11,6,-4,6,-6,11,-3,13,-10,8
8358,12,-20,-17,-17,-17,-19,-5,-20,-17,-20,0
8359,-15,-11,-20,-10,-20,20,-11,-15,-20,-13,5
8360,-4,-19,-20,-14,-20,-20,-13,-20,-20,-20,0
8361,-20,-16,-20,-20,-20,-20,-16,-20,20,-20,8
8362,-20,-20,20,-20,-20,-20,-16,-20,-20,-20,2
8363,-20,-20,-20,-20,-18,0,-19,-18,-20,-11,5
8364,-20,-20,-20,-20,-20,20,-20,-19,-20,-20,5
8365,-20,9,-20,1,-19,-20,-20,-20,-20,-20,1
8366,-20,-20,-20,-18,-20,20,-19,-20,-20,-20,5
8367,-20,-20,-20,-20,-20,-20,-20,-19,-20,18,9
8368,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8369,-20,-20,-18,-20,-20,-20,-17,-15,20,-15,8
8370,-20,-20,-20,-18,-20,20,-20,-19,-20,-20,5
8371,-8,-20,-13,0,-18,-20,-6,-20,-20,-19,3
8372,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
8373,-20,-20,5,-20,-18,-20,-10,-20,-20,-20,2
8374,-20,-20,8,-20,-9,-20,-8,-18,-20,-20,2
8375,-10,-20,-20,-1,-20,-19,-20,-19,-20,-20,3
8376,-20,-18,-20,-17,-20,-8,-20,3,-19,-18,7
8377,-19,-20,-20,2,-18,-20,-15,-20,-20,-20,3
8378,-20,-20,-20,-19,-20,4,-19,-14,-20,-20,5
8379,-20,-20,-17,-20,-5,-20,-20,-20,-16,-20,4
8380,-20,-20,-20,-20,-12,-20,-20,-20,20,-20,8
8381,6,-20,-20,-20,-20,-20,-9,-20,-20,-20,0
8382,-20,-20,-20,-20,-20,-20,-20,-3,-20,-6,7
8383,-18,20,-20,-9,-20,-19,-20,-20,-20,-20,1
8384,-19,-20,1,-20,-20,-12,-15,-14,-17,-12,2
8385,-13,-17,-19,10,-20,-18,-19,-20,-20,-19,3
8386,-20,-20,-20,-20,-20,-19,-20,-20,-20,20,9
8387,-20,-20,-20,-18,-13,-10,-18,-12,20,-20,8
8388,-11,-20,-20,20,-20,-20,-14,-20,-20,-20,3
8389,-20,-19,-20,-16,-18,-20,-17,-14,20,-20,8
8390,-20,-20,-20,-20,-20,-18,-20,20,-20,-20,7
8391,-20,-20,-20,-20,-20,-17,-18,20,-20,-20,7
8392,-20,-20,-20,-20,-20,-20,-20,-17,-20,20,9
8393,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8394,20,-20,-20,-17,-20,-20,-15,-20,-20,-19,0
8395,-20,-20,-20,-20,-20,-19,-20,-16,-20,20,9
8396,-20,-20,-7,-20,-4,-20,-19,-19,-20,-20,4
8397,20,-19,-18,-17,-20,-15,-10,-14,-13,-18,0
8398,-20,-20,-18,-20,-17,-20,-20,-11,-20,16,9
8399,-20,-20,-9,-18,0,-20,-10,-20,-20,-20,4
8400,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8401,-20,-18,-20,-17,-20,-20,-20,-12,-20,20,9
8402,-20,-17,-20,-20,-20,-19,-15,-16,20,-17,8
8403,-20,-18,-16,-16,-14,-20,18,-18,-20,-17,6
8404,-20,-15,-11,-1,-9,-19,-16,-19,-17,-18,3
8405,-20,-20,-20,-20,-20,-20,-20,4,-20,-9,7
8406,-20,-20,-2,-20,-12,-20,-7,-20,-20,-20,2
8407,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8408,-17,-20,-20,-15,-20,20,-16,-20,-20,-20,5
8409,-20,-20,-17,-20,11,-20,-20,-20,-20,-20,4
8410,-20,-19,-20,-12,-20,-3,-12,6,-20,-20,7
8411,-20,15,-18,-16,-20,-20,-20,-20,-19,-16,1
8412,-20,-16,12,-20,-18,-20,-10,-16,-20,-20,2
8413,-18,20,-20,-20,-19,-19,-20,-20,-20,-20,1
8414,-20,-13,-3,-20,-11,-13,1,-13,-20,-15,6
8415,-20,-20,-19,5,-16,-20,-18,-20,-20,-20,3
8416,-20,-20,-20,-20,-20,-20,-20,-16,-20,20,9
8417,-20,-19,-14,-17,-12,-20,1,-20,-20,-20,6
8418,20,-20,-20,-20,-20,-20,-14,-20,-20,-20,0
8419,-18,-18,-19,-18,-19,2,-12,-7,-19,-20,5
8420,14,-5,-1,-2,3,-4,3,-6,-4,-5,0
8421,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
8422,-19,-20,-20,-20,-20,14,-20,-7,-20,-20,5
8423,-20,-20,-20,-20,-20,8,-18,-20,-20,-5,5
8424,-20,-20,-13,-20,4,-20,-19,-20,-20,-20,4
8425,3,-15,-20,-9,-11,-15,-2,-9,-19,-14,0
8426,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8427,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8428,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8429,-12,-20,-16,-19,-20,-20,-6,-17,-20,-20,6
8430,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8431,-20,-20,-20,-20,-20,-20,-19,2,-20,-8,7
8432,-20,-20,-20,-20,-20,-20,-18,20,-20,-20,7
8433,-20,-20,-20,-20,-2,-20,-5,-20,-20,-20,4
8434,-20,-20,-20,-18,-20,20,-20,-14,-20,-17,5
8435,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8436,-20,-20,-7,-20,1,-20,-20,-20,-20,-20,4
8437,13,-20,-20,-20,-20,-20,-10,-20,-20,-20,0
8438,-20,-20,-20,-20,-7,-20,6,-20,-20,-20,6
8439,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
8440,-18,-20,-19,-19,-16,-20,-15,-18,20,-15,8
8441,-20,-16,-20,-20,-20,-14,-20,-13,-20,8,9
8442,-20,-20,-19,-20,-18,-20,-20,-20,20,-20,8
8443,-20,-20,-7,-20,3,-20,-19,-20,-13,-20,4
8444,-15,20,-20,-12,-20,-20,-20,-20,-20,-20,1
8445,18,-20,-20,-16,-20,-20,-19,-18,-20,-20,0
8446,-20,-14,-15,-13,-16,-18,-10,-15,20,-16,8
8447,-14,-16,-6,6,-16,-15,-16,-17,-15,-20,3
8448,-20,-20,-20,-20,-20,-17,-20,-20,-20,20,9
8449,-20,-20,-20,-20,-15,-20,-20,-12,20,-20,8
8450,-8,-18,3,2,5,-4,4,-8,16,-9,8
8451,-20,-20,-20,-20,-20,-18,-20,20,-20,-20,7
8452,-20,-20,-20,-20,-16,-20,-20,-20,20,-20,8
8453,-12,-20,-20,11,-20,-20,-18,-20,-20,-17,3
8454,-5,-20,-16,-19,-16,-18,-2,-20,-12,-20,6
8455,2,-18,-20,-20,-18,-18,-11,-20,-20,-20,0
8456,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8457,-19,-20,-20,-20,-13,-20,-3,-20,-14,-20,6
8458,-20,-19,-17,-13,-9,-20,-20,-13,20,-19,8
8459,1,-20,-20,-18,-17,-20,-5,-20,-20,-20,0
8460,-20,-20,-20,-20,-20,-16,-20,-16,-20,20,9
8461,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8462,-20,-20,-20,-20,-9,-20,8,-20,-20,-20,6
8463,-20,-20,-20,-20,-20,-14,-17,14,-20,-20,7
8464,-20,-18,-20,-20,-20,-20,-20,20,-20,-20,7
8465,-20,-19,2,-20,-10,-20,-15,-20,-20,-15,2
8466,-20,-20,6,-20,-20,-20,-20,-20,-20,-20,2
8467,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8468,-20,-20,-20,-20,-20,20,-20,-20,-20,-9,5
8469,-10,-20,-19,-1,-8,-20,-20,-20,-20,-20,3
8470,-20,-20,-13,-20,3,-20,-13,-20,-20,-20,4
8471,-11,-20,-20,0,-20,-20,-20,-20,-20,-20,3
8472,-20,-20,-20,-20,-20,20,-17,-20,-20,-20,5
8473,-20,-20,-20,-20,-20,14,-17,-17,-20,-20,5
8474,19,-20,-20,-20,-20,-20,-15,-20,-20,-20,0
8475,-16,-19,-18,-12,-13,-17,-16,-10,20,-20,8
8476,-20,-20,-18,-20,5,-20,-14,-20,-20,-20,4
8477,-20,-20,-20,-20,-20,-20,-20,8,-20,-19,7
8478,-20,-17,-18,-11,-13,-20,-6,-9,20,-18,8
8479,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8480,-20,-20,-11,-19,8,-20,-17,-20,-20,-20,4
8481,-20,-20,16,-20,-20,-20,-20,-20,-20,-20,2
8482,-19,17,-20,-20,-20,-20,-20,-20,-20,-20,1
8483,-20,-20,-20,-20,-20,-14,-20,5,-20,-9,7
8484,-20,-20,-20,-20,7,-20,-10,-20,-20,-20,4
8485,-20,-20,-20,-20,8,-20,-15,-19,-20,-20,4
8486,-20,-20,-15,-20,7,-20,-11,-20,-20,-20,4
8487,-20,-20,-20,-20,-20,-20,-20,-6,-20,3,9
8488,-20,-20,-11,-20,7,-20,-19,-20,-20,-20,4
8489,-17,-20,-15,20,-20,-20,-20,-20,-20,-20,3
8490,-20,-16,-19,-20,-5,-20,4,-20,-20,-20,6
8491,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
8492,-20,-20,-20,-20,-20,-17,-20,-3,-20,-11,7
8493,-20,-20,-20,-20,-20,-17,-18,20,-20,-20,7
8494,-11,-12,-10,-12,-4,-13,-8,-20,13,-4,8
8495,13,-20,-4,-12,-18,-16,0,-11,-20,-15,0
8496,-20,-20,-20,-20,-20,-20,-20,-13,-20,20,9
8497,-13,18,-20,-20,-11,-20,-20,-20,-20,-20,1
8498,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
8499,-20,-20,-20,-20,-12,-20,12,-20,-20,-20,6
8500,-20,-20,20,-20,-20,-20,-20,-20,-20,-20,2
8501,-20,-20,-20,-20,-20,-18,-20,-20,-20,12,9
8502,-20,-20,-20,-20,-20,-19,-20,2,-20,-4,7
8503,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8504,-20,-20,-20,-20,-20,-15,-20,-19,-20,2,9
8505,-20,-20,-20,-20,-20,-20,-20,-3,-20,3,9
8506,-20,-13,-20,13,-20,-20,-20,-16,-20,-19,3
8507,-20,-20,-20,17,-20,-20,-20,-20,-20,-20,3
8508,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8509,-20,-20,0,-20,-5,-20,-10,-16,-20,-20,2
8510,-12,-15,-20,13,-20,-20,-20,-18,-20,-20,3
8511,-14,-12,-20,-13,-16,13,-12,-16,-17,-7,5
8512,-4,-20,-10,-9,-8,-20,-3,-20,-20,-20,6
8513,-20,-20,-10,4,-7,-20,-17,-20,-20,-20,3
8514,-20,-20,-20,-20,-20,-20,-20,11,-20,-10,7
8515,-20,-20,-13,-20,3,-20,-20,-20,-20,-20,4
8516,-20,20,-20,-19,-20,-20,-20,-20,-20,-20,1
8517,-20,-20,-18,-20,-3,-20,5,-20,-20,-20,6
8518,-20,-20,-17,-20,2,-20,-7,-20,-20,-20,4
8519,-15,-13,1,-19,-11,-10,1,-13,-14,-20,2
8520,-20,-20,-20,-20,-20,-10,-16,13,-20,-20,7
8521,-20,-20,-20,-20,-20,20,-20,-15,-20,-16,5
8522,-20,-20,-7,-20,7,-20,-13,-20,-20,-20,4
8523,-20,-20,-20,-20,-8,-20,5,-19,-20,-20,6
8524,-20,-20,-20,-20,-20,-20,-20,8,-20,-15,7
8525,-20,-20,-20,-20,-20,-17,-20,-6,-20,-18,7
8526,-18,-19,-16,-8,-15,-20,-9,-20,20,-13,8
8527,-16,20,-20,-20,-20,-20,-19,-20,-20,-20,1
8528,-11,-11,-8,-14,-4,-13,-6,-11,20,-20,8
8529,-7,20,-20,-16,-20,-20,-20,-20,-20,-20,1
8530,-20,-19,4,-19,-5,-16,-9,-15,-19,-20,2
8531,-20,-20,13,-20,-18,-20,-19,-20,-20,-20,2
8532,-20,-20,-20,-20,-20,-10,-20,5,-20,-20,7
8533,-20,-20,-18,-20,-20,18,-20,-18,-20,-19,5
8534,-1,-19,-13,-10,-13,-20,1,-20,-19,-20,6
8535,-20,20,-19,-20,-20,-20,-20,-20,-20,-20,1
8536,-19,-20,-2,-20,1,-20,-20,-20,-20,-20,4
8537,-20,-20,5,-20,-20,-20,-14,-20,-20,-20,2
8538,0,-20,-18,-20,-20,-20,-11,-20,-20,-20,0
8539,-20,20,-19,-20,-20,-20,-20,-20,-20,-20,1
8540,-20,-20,-13,-20,0,-20,-12,-20,-19,-20,4
8541,20,-20,-17,-17,-20,-10,-14,-17,-20,-20,0
8542,-20,-20,-20,-20,-20,-20,-16,16,-20,-20,7
8543,-20,-20,-20,-20,-13,-20,17,-20,-20,-20,6
8544,-20,-17,-20,-20,-20,-19,-20,-15,20,-17,8
8545,-20,-20,-20,-19,-19,-11,-18,-14,20,-20,8
8546,-20,-20,16,-20,-19,-20,-20,-20,-20,-20,2
8547,-20,-20,-20,-20,-16,-19,-17,-20,20,-20,8
8548,-20,-20,0,-20,0,-20,-18,-20,-20,-20,2
8549,-20,-20,-20,-20,-20,20,-19,-18,-20,-20,5
8550,16,-20,-20,-20,-20,-20,-18,-20,-20,-20,0
8551,11,-20,-20,-17,-20,-20,-12,-20,-20,-20,0
8552,-18,20,-20,-20,-20,-18,-20,-20,-20,-20,1
8553,-20,-20,-20,-20,-20,-9,-15,10,-20,-19,7
8554,-15,-14,-20,-12,-13,-13,-19,-12,-20,17,9
8555,-20,-20,-20,-17,-20,-7,-20,13,-20,-20,7
8556,-20,-20,-12,1,-3,-20,-17,-20,-20,-20,3
8557,-20,-20,-20,-20,-20,-14,-20,-16,-20,9,9
8558,-20,-20,-11,-20,-1,-20,-12,-20,-20,-20,4
8559,10,-20,-20,-20,-18,-20,-5,-20,-20,-20,0
8560,-20,-20,5,-20,-7,-20,-17,-20,-20,-20,2
8561,-18,-17,-20,-17,-13,-20,-11,-15,20,-15,8
8562,-20,-20,-20,-20,-20,-20,-20,19,-20,-20,7
8563,-18,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8564,4,-20,-20,-18,-17,-20,-4,-20,-20,-20,0
8565,-17,-17,-19,-16,-20,-20,-17,-16,20,-17,8
8566,-20,-20,-20,-20,-20,-20,-20,1,-20,-3,7
8567,5,-9,9,0,4,-11,11,-2,6,-8,6
8568,-8,-9,4,-10,-5,-19,2,-14,0,-9,2
8569,-20,-20,-10,-20,-5,-20,-6,-20,-20,-20,4
8570,-20,-20,-20,-20,-18,-18,-20,-20,18,-20,8
8571,-20,-20,8,-18,-12,-20,-12,-20,-20,-20,2
8572,-19,-14,-18,-15,-7,-20,-12,-9,17,-8,8
8573,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
8574,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8575,-20,-20,-20,-19,-20,10,-17,-4,-20,-18,5
8576,-13,-20,-20,17,-20,-20,-20,-20,-20,-20,3
8577,-19,-19,-19,-19,-20,-20,-12,-20,20,-20,8
8578,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8579,-20,-20,-20,-20,-20,-19,-20,20,-20,-20,7
8580,-20,-20,10,-20,-19,-20,-17,-17,-20,-20,2
8581,-20,-17,-19,-19,-19,-20,-18,-15,-18,20,9
8582,-17,-20,-16,4,-11,-20,-17,-20,-20,-20,3
8583,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8584,-20,-20,-20,-20,-20,-16,-20,-16,-20,20,9
8585,-17,-20,-20,-16,-20,12,-17,-14,-20,-20,5
8586,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8587,-13,-13,-9,-12,-12,-10,-13,-17,20,-15,8
8588,-14,-20,-20,20,-20,-20,-19,-16,-20,-17,3
8589,15,-20,-18,-20,-20,-16,-15,-20,-20,-20,0
8590,-20,-20,-20,-20,-20,-20,-20,-15,-20,20,9
8591,13,-6,-4,-3,2,-2,7,-1,-5,-12,0
8592,-5,-11,-17,-4,-6,-15,9,-8,-10,-16,6
8593,-18,-20,9,-20,-20,-20,-5,-20,-20,-17,2
8594,-20,-20,-17,-13,0,-20,-20,-20,-20,-20,4
8595,-20,-20,8,-20,-17,-20,-19,-19,-20,-20,2
8596,-19,-14,-20,-18,-20,-5,-17,9,-20,-20,7
8597,-13,-20,-20,-13,-20,-20,8,-20,-20,-20,6
8598,-2,-20,-20,-20,-20,-20,-11,-20,-20,-20,0
8599,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8600,-20,-20,-20,-20,-20,-20,-20,-20,20,-20,8
8601,-20,-20,-18,-20,-19,-20,-20,-14,20,-20,8
8602,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8603,-20,-20,-20,-20,-20,20,-20,-19,-20,-20,5
8604,-20,-20,-20,-20,-20,-17,-20,18,-20,-20,7
8605,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8606,-13,20,-20,-16,-20,-20,-20,-19,-20,-20,1
8607,-20,-20,-20,-19,-20,-13,-20,-3,-20,-14,7
8608,-19,-20,-20,-12,-19,20,-18,-20,-20,-20,5
8609,-13,-20,-18,-8,-7,-20,-20,-20,-20,-20,4
8610,-8,-11,-17,-3,-12,-11,-19,-17,-20,-20,3
8611,15,-20,-20,-20,-20,-20,-17,-20,-20,-20,0
8612,-20,-20,-20,-20,-20,-20,-20,20,-19,-20,7
8613,-20,-20,-20,-20,-12,-18,-17,-20,20,-20,8
8614,-20,-20,-20,-14,-20,-19,-20,15,-18,-20,7
8615,-12,-20,-20,1,-20,-20,-20,-20,-20,-20,3
8616,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8617,-5,-20,-15,-6,-20,-20,-20,-20,-20,-19,0
8618,-20,-20,-13,-13,-3,-20,-9,-19,-5,-15,4
8619,-20,-18,-20,-20,-20,20,-18,-11,-19,-20,5
8620,-20,-20,-20,-20,-20,20,-20,-15,-20,-18,5
8621,-14,-9,-5,-20,-3,-11,-12,-15,-20,-20,4
8622,-13,-16,-2,-19,-13,-19,-2,-17,-18,-20,2
8623,-20,-19,-20,-16,-20,-11,-18,3,-17,-20,7
8624,-16,-20,-20,-9,-8,-20,-20,-18,-14,-20,4
8625,3,-20,-20,-20,-18,-20,-7,-20,-20,-20,0
8626,-20,-10,-20,9,-18,-19,-20,-16,-20,-20,3
8627,-20,-20,-5,-20,-4,-18,-20,-17,-20,-20,4
8628,17,-20,-20,-15,-20,-20,-12,-20,-20,-20,0
8629,-20,-20,-20,-20,3,-20,-10,-20,-20,-20,4
8630,-20,-20,-20,-20,-20,-18,-16,20,-20,-20,7
8631,-19,-20,-15,-18,-17,-9,-12,-10,20,-20,8
8632,-20,-20,-20,-20,-8,-20,4,-14,-15,-20,6
8633,-13,-15,-12,-14,-4,-18,-9,-10,2,-15,8
8634,-8,-20,-20,-8,-20,-20,-17,-19,-20,-20,0
8635,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8636,-20,-16,-19,-20,-20,20,-20,-9,-20,-15,5
8637,-20,-20,-20,20,-20,-20,-20,-20,-20,-20,3
8638,-20,-11,-13,-20,-3,-14,-10,-16,20,-19,8
8639,-12,-20,-20,18,-20,-20,-20,-20,-20,-20,3
8640,-20,-20,-20,-20,-20,-20,-20,-9,-20,17,9
8641,-18,-20,-20,-15,-20,-4,-18,17,-20,-20,7
8642,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8643,-20,-20,-20,-20,-20,-16,-17,-2,-20,-10,7
8644,-20,20,-20,-20,-20,-20,-20,-19,-20,-20,1
8645,-8,-14,-20,-8,-20,-20,-20,-20,-20,-20,0
8646,-19,-20,-19,-4,-6,-20,-20,-19,-20,-20,3
8647,-20,-17,-14,-20,-3,-20,-6,-14,8,-20,8
8648,-16,-20,-20,-19,-20,17,-15,-16,-20,-20,5
8649,9,-20,-11,-8,-8,-20,1,-14,-15,-13,0
8650,20,-20,-20,-20,-20,-20,-20,-20,-20,-20,0
8651,-20,-20,-20,-20,-9,-20,10,-20,-20,-20,6
8652,-20,-20,-20,-20,0,-20,-12,-20,-20,-20,4
8653,-9,20,-20,-16,-19,-20,-20,-20,-20,-20,1
8654,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8655,-20,-20,6,-20,-18,-20,-17,-19,-20,-20,2
8656,-20,-20,-20,-20,-20,-15,-20,-20,-20,20,9
8657,11,-20,-18,-20,-20,-20,-13,-20,-20,-20,0
8658,-6,-20,-17,-10,-7,-20,-19,-17,-16,-20,0
8659,-20,-20,-4,-11,-7,-15,-5,-18,-15,-16,2
8660,-20,20,-20,-15,-20,-20,-20,-20,-20,-20,1
8661,-20,-20,-11,20,-20,-20,-19,-20,-20,-20,3
8662,-16,-20,2,-20,-6,-19,-20,-20,-20,-20,2
8663,-20,-20,-20,-20,-20,-20,-20,20,-20,-19,7
8664,8,-20,-20,-10,-20,-20,-15,-20,-20,-20,0
8665,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8666,-20,-20,-19,-18,-20,-20,-20,-20,20,-16,8
8667,-20,-20,-19,-18,-20,8,-14,-6,-20,-20,5
8668,-20,-20,-20,-20,-20,-20,-20,19,-20,-20,7
8669,-2,-18,-20,-2,-14,-20,-20,-17,-20,-20,0
8670,2,-20,-20,-20,-19,-20,-4,-20,-20,-20,0
8671,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,5
8672,8,-20,-20,-20,-20,-20,-7,-20,-20,-20,0
8673,-20,-20,-15,-20,8,-20,-12,-18,-20,-20,4
8674,-20,-20,-13,-20,-10,-17,4,-19,-18,-20,6
8675,-20,-20,2,-18,-5,-20,-19,-20,-18,-20,2
8676,-20,-20,15,-20,-18,-20,-16,-20,-20,-20,2
8677,-20,-19,-20,-16,-20,20,-20,-13,-20,-20,5
8678,-20,-20,-16,-20,-2,-19,-7,-20,-20,-20,4
8679,-20,20,-20,-19,-20,-20,-20,-19,-20,-20,1
8680,-20,-20,-20,-20,-20,-20,-20,-19,20,-16,8
8681,-20,-20,13,-20,-12,-20,-17,-17,-20,-20,2
8682,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8683,-20,-20,-20,-20,-20,-7,-20,10,-20,-20,7
8684,-9,-15,-16,12,-15,-17,-11,-14,-19,-17,3
8685,-14,-14,-8,-14,-9,-20,-4,-17,11,-10,8
8686,-20,-18,-20,-18,-20,-17,-16,-20,20,-20,8
8687,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8688,-20,-20,-20,-20,-20,-1,-20,-20,-20,4,9
8689,17,-20,-20,-11,-20,-20,-9,-20,-20,-20,0
8690,-10,20,-20,-18,-12,-20,-20,-20,-20,-20,1
8691,-15,-7,-5,-6,0,-9,-4,-8,14,-20,8
8692,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8693,-20,-20,-7,-20,-1,-20,-20,-20,-20,-20,4
8694,-20,-20,-20,-20,-20,-20,-20,-20,-20,20,9
8695,-1,-20,-20,-18,-17,-20,-7,-20,-17,-16,0
8696,-19,-20,-20,20,-20,-20,-20,-20,-20,-20,3
8697,-20,20,-20,-18,-20,-20,-20,-20,-20,-20,1
8698,-20,20,-20,-20,-20,-20,-20,-20,-20,-20,1
8699,-20,-20,-18,-20,10,-20,-16,-20,-20,-20,4
8700,-20,-20,-20,-20,-20,-20,-20,20,-20,-20,7
8701,-20,-20,-10,-13,-18,-20,-14,-19,20,-20,8
8702,-18,-20,-14,15,-19,-20,-18,-20,-20,-20,3
8703,-20,-20,-20,-20,0,-20,-7,-20,-20,-20,4
8704,-20,-20,-20,-20,-20,-14,-20,-14,-20,9,9
8705,1,-20,-20,-17,-20,-20,-14,-20,-20,-20,0
8706,-20,-20,7,-20,-20,-20,-16,-17,-20,-20,2
8707,-20,-20,-20,-8,-20,-20,-20,-20,20,-20,8
8708,-15,-20,-12,1,-8,-18,-10,-19,-20,-20,3
8709,-14,-14,-14,-10,-17,-11,-11,-7,17,-20,8
8710,-20,-20,-10,-20,-7,-20,-15,-20,-20,-20,4
8711,-20,-20,-20,-20,-20,-18,-20,-20,-20,20,9
8712,-18,-20,-4,-20,6,-20,-20,-20,-20,-20,4
8713,-20,-20,-20,-20,-20,-20,-20,16,-20,-11,7
8714,-20,-20,-20,-20,-20,5,-18,-7,-20,-20,5
8715,-7,-20,-20,-9,-13,-20,-20,-20,-20,-20,0
