Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-16,-2
-20,-20,-20,-20,5,-20,-20,-20,-20,-20
-20,-20,-20,-20,-15,-20,-20,-20,-20,-15
17,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-12,-16,-20,-20,-20,-20
20,-20,-20,-20,-20,-18,-20,-20,-20,-20
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,4,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-6,-20,-20,-20,-20,-20,-20
-20,-20,7,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-17,1
-20,-7,-20,-20,-20,-20,-20,-20,-19,-20
-20,-20,-17,-20,-20,-20,3,-20,-20,-20
15,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-18,-20,-20,-20,-20,-20,-20,-9,-20
-20,-10,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-9
-20,-20,-20,-20,-20,-20,-20,-2,-10,-11
-20,-20,-20,-20,-20,-20,-20,10,-20,-20
-20,-20,-20,-20,-20,-20,3,-20,-20,-20
-20,-20,-9,-9,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,12,-20,-20,-20
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,10,-20,-15
-20,-20,-3,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-19,-20
-20,-11,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-7,-14,-12
18,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-2,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-13,-12,-10
-20,-13,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-15,-20,-17,-20,-20,-20,-20,-17
-20,-20,-20,-20,-20,-19,-18,-20,-17,-20
-20,-20,-20,-20,-20,-20,-20,-20,-2,-20
-20,-10,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-4,-20
-20,-20,-20,-20,-20,-20,-20,4,-18,-19
-20,-20,-20,-20,-20,-20,-4,-20,-20,-20
-20,-20,-20,-20,-19,-20,-20,-20,1,-20
-20,-20,-20,-20,-20,-20,-20,6,-17,-15
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-19,-7,0,-20,-19,-20
-20,-20,7,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,1,-20,-20,-20,-20,-20,-20,-14,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,5,-16,-20,-15,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,6,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-19,-20,-19,-20,-13,-20,-20,-20
-20,-20,-20,-10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,1,-20,-20,-14,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-4,-11
-20,-20,-20,-20,-20,-20,-20,-20,-20,11
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,11,-20,-20,-20,-20,-20,-20,-15,-20
-20,-20,13,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,0,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,7,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-20,-20,7,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,11,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-5
-20,-20,-20,-20,13,-20,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,6,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
-20,-20,-15,-15,-20,-20,-20,-3,-9,-20
-20,-20,-20,-20,-20,-20,-20,-20,1,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,5,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,14,-19,-20
-20,-20,16,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,0,-20,-20,-20,-20,-20,-20,-9,-20
-20,-20,-20,-20,-20,-20,-20,-20,-15,-6
-20,-20,17,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,1,-20,-20,-20,-20,-20,-20
-20,-20,15,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,14,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,0,-20,-20,-20,-20
-20,-20,-20,-20,-20,3,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,11,-18,-20
-15,-20,-20,-20,-20,-20,-20,-20,-9,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,12
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-20,-20,-20,-20,-5,-20,-20
-20,-7,-19,-20,-20,-20,-20,-20,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,7,-17,-20
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-20,-19,-20,-20,-20,-20,-18,-20
-20,-20,-20,-20,2,-20,-20,-20,-18,-20
-20,-20,-20,-20,-20,-20,-20,-20,-6,-20
-20,-20,-18,-20,-20,-20,15,-20,-20,-20
-20,-20,-20,-5,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-19,-12,-20,-20,-4,-17
16,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-1
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,8,-19,-20,-20,-20,-20,-20,-20
-20,-14,-20,-20,-20,-20,-20,-20,-14,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,4,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,2,-20,-20,-20,-19,-20,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,3,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
13,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,11,-20,-20
-20,-20,10,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,9,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,1,-20,-20,-20,-20
-20,-20,-20,-20,-20,-3,-20,-20,-20,-20
-20,-20,9,-20,-20,-20,-17,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-2,-20
-20,-20,-20,-20,-20,3,-20,-20,-15,-20
-20,-20,-20,-20,11,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,19,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,9,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,1
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-12
-14,-20,-2,-20,-20,-20,-20,-20,-19,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,4,-19,-20,-11,-20
-20,-20,-19,-7,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,-20,-20,-20,15,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
12,-20,-19,-20,-20,-20,-20,-20,-20,-20
-20,3,-20,-20,-20,-20,-20,-20,-16,-20
-20,-13,-3,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,2,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-18,-20,-20,-20,-16,-19
-20,-20,-20,-20,-20,-15,-20,-20,-12,-20
-20,-20,-20,-20,-20,-20,3,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,3,-10,-20
-20,-20,-20,-20,-20,-20,-20,-20,1,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,0,-20,-20,-20,-20,-20,-20,-19,-20
-20,-20,-2,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,15,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-9,-20,-20,-20,-20,-20
-20,-20,-20,-13,-20,-6,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,11,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,19,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,2,-20,-20,-20,-20,-20,-20,-18,-20
-20,-20,4,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,14,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-17,-20,-15,-20,-20,-20
-20,-20,-20,-20,-20,0,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,19,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,10
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,10,-20,-20,-20,-20,-20,-20,-18,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,5,-20,-20,-20,-20,-20,-20,-16,-20
-20,-20,-20,-16,-20,11,-20,-20,-14,-20
-20,9,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-14,-20
-20,-20,-20,-20,-10,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-14,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-20,-19,-20,-16,-20,-14,-20
-20,-20,-20,-20,-20,-20,11,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-9,-20
16,-20,-20,-20,-20,-9,-14,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,11,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,5
-20,-20,-3,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,13,-20,-20,-20
-20,-20,-20,-20,-20,-20,1,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,-20,-20,-20,-20,0,-20,-20
-20,-20,-20,-20,-11,-20,-20,-20,-20,-20
-20,-20,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,7
-20,-16,-20,-20,-20,-20,-20,7,-20,-10
15,-20,-15,-20,-20,-20,-20,-20,-20,-20
-20,-20,-2,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,-20,-20,-20,-17,-20
-20,-20,-16,-20,-16,-13,3,-20,-12,-20
18,-20,-20,-20,-20,-16,-20,-20,-20,-20
-20,15,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,11,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-2,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,7,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,7,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,15,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-16,-17,-20,-20,-1,-20
-20,-20,-20,-20,-20,-16,-20,-19,-20,-1
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,0,-20,-20,-20,-20,-14,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,15,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,10,-20,-20,-20,-20,-16
-20,-20,-20,-20,-20,-1,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-11,-20
-20,-20,-20,-20,-20,-20,-20,-19,-20,0
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,12,-20,-20,-20,-20,-20,-20,-13,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,4,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-9
-20,-20,-20,-20,-20,5,-20,-20,-20,-20
-20,-20,-20,-20,-20,-5,-4,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,14,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,6
-20,-20,-20,-20,-20,-20,-20,-20,2,-20
-20,-20,-20,-20,-20,-20,19,-20,-20,-20
-20,-20,-20,-20,-20,4,-20,-20,-13,-19
-20,-20,-20,-20,-20,-20,-20,-20,-20,8
-20,-20,-20,-20,-20,-20,-20,14,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,13,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,7,-20,-20,-20,-20,-17
-20,-20,-20,-5,-20,-20,-20,-20,-20,-8
-20,-20,-20,-20,-14,-10,-20,-20,3,-20
-20,-20,-20,-20,-20,2,-20,-20,-20,-20
-20,18,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-3,-20,-20,-20,-20
-20,-20,19,-20,-20,-20,-20,-20,-20,-20
-20,-20,-17,-1,-20,-20,-20,-20,-16,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,2,-18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-6,-20,-20,-20,-20,-20,-20,-20
-20,19,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,17,-20,-20,-20,-20,-20,-20
-20,-20,12,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-18,2,-20,-20,-20,-20
-20,-20,-20,-2,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-15,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,17,-20,-20
-20,-20,11,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,12,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,17,-20,-20,-20
-20,-20,-20,-20,-13,-20,-20,-20,-15,-10
20,-20,-20,-20,-20,-18,-20,-20,-20,-20
-20,-20,-20,-20,-20,5,-20,-20,-20,-20
-20,-20,-20,-20,-20,-13,-20,-20,-20,-9
-20,-20,-20,-20,-20,-20,-20,-14,-20,-7
-20,-20,-20,-20,-20,-9,-20,-20,-6,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-5
-20,-20,-20,-20,-20,2,-20,-20,-20,-20
-20,-20,-20,0,-20,-20,-20,-20,-20,-13
-20,12,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
-20,-20,-20,-20,4,-20,-20,-20,-20,-20
11,-20,-20,-20,-20,-17,-19,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-15,-20,-20,-20,-3,-20,-20,-20
-20,-20,-20,-20,-20,-20,0,-20,-20,-20
-20,-20,-3,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-13,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,16,-20,-20,-20
-20,-20,-20,1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-19
-20,-20,-20,-20,6,-20,-20,-20,-20,-20
-20,-20,-20,-20,-4,-20,-20,-20,-20,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,11
-20,-20,19,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,5,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
14,-20,-20,-20,-20,-17,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-4
-20,-20,-20,-20,-20,11,-20,-20,-20,-20
-20,-20,-20,10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,-20,-20,-20,-20,0,-20
-20,-20,-20,-20,-20,-20,-20,15,-20,-20
-20,20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,14,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,15,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-3,-20
-20,-20,-20,-20,-20,8,-20,-20,-20,-20
-20,-20,20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-1,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-2
11,-20,-20,-20,-20,-18,-20,-20,-20,-20
-20,1,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,2
-20,3,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
-20,9,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-19,-6,-20,-20,-2,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,18,-20,-20,-20,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-1,-20
-20,-20,-20,-20,-20,-16,-20,-20,2,-20
-2,-20,-19,-20,-20,-20,-20,-20,-20,-20
-20,-7,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-14,-16,-20,-20,-20,-20,-16
-20,-20,-20,-20,7,-17,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,1,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,0
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,7,-20,-20,-20,-20,-20,-20,-20
-18,-20,-16,3,-14,-16,-20,-11,-15,-16
-20,-20,-20,-20,-18,-12,-20,-20,-20,-20
-20,-20,-15,-20,-20,-19,12,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,18,-20,-20
-20,-20,-18,-13,-11,-1,-20,-20,2,-19
-20,-20,-20,-20,-20,-13,-20,-20,-20,-3
14,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,7,-20,-20,-20,-20,-20
-20,-20,-20,-13,-20,-20,-20,0,-20,-20
-20,-20,-20,-20,-20,-16,-20,-20,3,-20
-20,-20,-20,-20,-20,-18,-20,-20,-20,-5
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-1,-20,-20,-20,-20,-20
-15,-20,-20,-20,-20,4,-20,-20,-9,-20
-20,-20,-20,6,-20,-20,-20,-20,-20,-20
-20,-19,-20,-6,-10,-16,-20,-20,-11,-11
2,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-5
-20,-20,-20,-20,-20,0,-20,-20,-20,-20
-19,-20,-20,-20,-9,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-2,-20,-20,-20,-20,-18,-20,-20,-20,-20
-20,-20,-15,-10,-12,0,-13,-16,-4,-15
-20,-20,-20,-20,0,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,17,-20,-20
14,-20,-18,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,10,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,5,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-14,-20,-20,-20,-1,-20,-20,-20
-20,-20,-20,-20,-19,-20,-20,-20,-20,-2
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-9,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,18,-20,-20,-20
-20,-20,-3,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-10,-20,-20,-20,-11
-20,-20,8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-11,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,4
-20,-20,-20,-20,-20,4,-20,-20,-20,-20
-20,-20,-20,-20,-20,-11,-20,-18,1,-11
-20,-20,-20,-20,-20,-16,-20,-20,-3,-20
-20,-20,-19,-6,-20,-20,-20,4,-20,-20
-20,8,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-11,-20,-20,-20,1,-20,-20
-20,7,-20,-20,-20,-20,-20,-20,-20,-20
-20,16,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-18,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-20
-20,-20,0,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,11,-20,-20,-20
-20,-20,-20,-20,8,-16,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,20,-20,-20
-20,-20,-20,-20,-2,-20,-20,-20,-20,-16
-20,-20,6,-20,-20,-20,-20,-20,-20,-20
-20,-20,-11,-14,-20,-20,-20,-8,-18,-20
-20,-20,-20,-20,-9,-20,-20,-20,-20,-20
-20,-20,-1,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,1
-20,-20,5,-20,-20,-20,-20,-20,-20,-20
-20,-20,-13,-16,-20,-20,-20,5,-20,-20
-20,-20,-20,-20,-20,-20,-20,-18,-20,-7
-20,-20,3,-20,-20,-20,-20,-20,-20,-20
-20,5,-17,-20,-20,-20,-20,-20,-16,-20
-13,-20,-20,-18,-20,-20,2,-20,-20,-20
-20,-20,-12,-15,-20,-20,10,-20,-20,-20
-20,-20,-20,-20,-20,-4,-20,-20,-20,-20
-20,-20,-20,10,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-11,-20,-20,0,-20
-20,-20,-20,-20,-20,6,-20,-20,-19,-20
-20,-20,-20,-15,-20,-20,-20,-10,-20,-7
-20,-20,-20,-20,-20,-20,20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,-20,-20,3
6,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-12,-16,-16,-14,13,-20,-8,-18
-20,-20,-20,-7,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-19,-20,-20,-20,-20
-20,-20,-20,-20,-17,-11,-12,-20,-11,-20
-20,11,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,12,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
20,-20,-20,-20,-20,-20,-20,-20,-20,-20
-20,17,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,8,-20,-20,-20,-20,-20,-20,-20
-20,-20,-20,8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,14,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,10,-20,-20,-20,-20
-20,-20,-20,-20,-19,-20,17,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,18,-20,-20
17,-20,-20,-20,-20,-15,-20,-20,-20,-20
-20,14,-20,-20,-20,-20,-20,-20,-20,-20
-20,-20,-5,-20,-14,-20,-20,-20,-20,-20
-20,-20,-20,-8,-20,-20,-20,-20,-20,-20
-20,-20,-20,-20,8,-20,-20,-20,-20,-20
-20,-20,-20,-20,-20,-20,-20,12,-20,-15
